budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.backtothefuture.com/movies/backtothefuture3,196,"[{""id"": 386, ""name"": ""railroad robber""}, {""id"": 387, ""name"": ""california""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1544, ""name"": ""locomotive""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10511, ""name"": ""western""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 156234, ""name"": ""cavalry""}]",en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",45.769562,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-05-25,244527583,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They've saved the best trip for last... But this time they may have gone too far.,Back to the Future Part III,7.1,2900
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",,6114,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 155301, ""name"": ""rough sex""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 160292, ""name"": ""religious conflict""}, {""id"": 169618, ""name"": ""bestiality""}, {""id"": 169620, ""name"": ""correspondence""}, {""id"": 169621, ""name"": ""vampire sex""}, {""id"": 169626, ""name"": ""autonomous shadow""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-13,215862692,128.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love never dies.,Dracula,7.1,1056
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.theinternmovie.com/,257211,"[{""id"": 174420, ""name"": ""intern""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",53.114573,"[{""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-24,194564672,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Experience never gets old,The Intern,7.1,1881
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.miramax.com/movie/sin-city/,187,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 15365, ""name"": ""held captive""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 158973, ""name"": ""black and white and color""}, {""id"": 159362, ""name"": ""black and white scene""}, {""id"": 171570, ""name"": ""black and white to color""}, {""id"": 175593, ""name"": ""mysterious killer""}, {""id"": 175600, ""name"": ""doing the right thing""}, {""id"": 175603, ""name"": ""mercedes""}, {""id"": 175610, ""name"": ""silhouette""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",66.003433,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-01,158733820,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Walk down the right back alley in Sin City and you can find anything...,Sin City,7.2,2691
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,296098,"[{""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14638, ""name"": ""american""}]",en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",48.445978,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2015-10-15,165478348,141.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"In the shadow of war, one man showed the world what we stood for.",Bridge of Spies,7.2,2583
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://wwws.warnerbros.de/theprestige/,1124,"[{""id"": 271, ""name"": ""competition""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4034, ""name"": ""class society""}, {""id"": 4662, ""name"": ""illusion""}, {""id"": 4988, ""name"": ""tricks""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 6069, ""name"": ""class""}, {""id"": 9823, ""name"": ""rivalry""}]",en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",74.440708,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Syncopy"", ""id"": 9996}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-19,109676311,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are You Watching Closely?,The Prestige,8.0,4391
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,1579,"[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 4113, ""name"": ""jaguar""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5566, ""name"": ""maya civilization""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 10864, ""name"": ""human sacrifice""}, {""id"": 15222, ""name"": ""central america""}, {""id"": 179298, ""name"": ""maya""}, {""id"": 179300, ""name"": ""ancient civilization""}, {""id"": 235679, ""name"": ""yucatec maya language""}]",en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",41.570047,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-07,120175290,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one can outrun their destiny.,Apocalypto,7.3,1221
42000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,80278,"[{""id"": 3434, ""name"": ""thailand""}, {""id"": 6941, ""name"": ""tsunami""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 181012, ""name"": ""tidal wave""}, {""id"": 188351, ""name"": ""catastrophe""}, {""id"": 188354, ""name"": ""swept away""}, {""id"": 188356, ""name"": ""separation from family""}, {""id"": 188374, ""name"": ""boxing day""}, {""id"": 209493, ""name"": ""21st century""}]",en,Lo imposible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",47.559928,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Institut Valenci\u00e3 de Cinematografia (IVAC)"", ""id"": 18309}, {""name"": ""Mediaset Espa\u00f1a"", ""id"": 21632}, {""name"": ""La Trini"", ""id"": 53490}, {""name"": ""Generalitat Valenciana"", ""id"": 53491}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2012-09-09,180274123,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Nothing is more powerful than the human spirit.,The Impossible,7.0,2025
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxsearchlight.com/fantasticmrfox/,10315,"[{""id"": 2527, ""name"": ""fox""}, {""id"": 3352, ""name"": ""tree""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11330, ""name"": ""cider""}, {""id"": 11331, ""name"": ""tale""}, {""id"": 11332, ""name"": ""farm life""}]",en,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-23,46471023,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.die-fabelhafte-welt-der-amelie.de,194,"[{""id"": 90, ""name"": ""paris""}, {""id"": 128, ""name"": ""love triangle""}, {""id"": 365, ""name"": ""ghost train""}, {""id"": 366, ""name"": ""sex-shop""}, {""id"": 367, ""name"": ""shyness""}, {""id"": 1407, ""name"": ""montmartre""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5972, ""name"": ""garden gnome""}, {""id"": 5973, ""name"": ""journey round the world""}, {""id"": 6025, ""name"": ""photography""}]",fr,Le fabuleux destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",73.720244,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Claudie Ossard Productions"", ""id"": 592}, {""name"": ""MMC Independent"", ""id"": 4411}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Sofica Sofinergie 5"", ""id"": 23446}, {""name"": ""Victoires Productions"", ""id"": 25020}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique (UGC)"", ""id"": 30994}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2001-04-25,173921954,122.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,One person can change your life forever.,Amélie,7.8,3310
50000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,1272,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3638, ""name"": ""solar energy""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 5442, ""name"": ""expiration""}]",en,Sunshine,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",51.502884,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-04-05,32017803,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If the sun dies, so do we.",Sunshine,7.0,1182
39000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,16320,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 14896, ""name"": ""reavers""}, {""id"": 162370, ""name"": ""operative""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 178902, ""name"": ""firefly""}]",en,Serenity,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",45.388937,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-25,38869464,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Can't stop the signal.,Serenity,7.4,1264
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.theofficialjohncarpenter.com/the-thing/,1091,"[{""id"": 1445, ""name"": ""ice""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 4711, ""name"": ""norwegian""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14728, ""name"": ""antarctica""}, {""id"": 14729, ""name"": ""shape shifting alien""}, {""id"": 155821, ""name"": ""sled dogs""}]",en,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,52.731379,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-06-25,19629760,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,Man is The Warmest Place to Hide.,The Thing,7.8,1588
37000000,"[{""id"": 18, ""name"": ""Drama""}]",http://creedthemovie.com/,312221,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 17977, ""name"": ""underground fighting""}, {""id"": 186779, ""name"": ""motivational speaker""}, {""id"": 209476, ""name"": ""boxing""}]",en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",57.773583,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Chartoff Winkler Productions"", ""id"": 88686}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-25,173567581,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your legacy is more than a name,Creed,7.3,1915
37000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://thetownmovie.warnerbros.com/,23168,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 1929, ""name"": ""bank manager""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 2779, ""name"": ""flower shop""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 8054, ""name"": ""volunteer""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 10847, ""name"": ""boston garden""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155726, ""name"": ""fenway park""}]",en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-15,154026136,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the bank robbery capital of America.,The Town,7.0,1468
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,96721,"[{""id"": 5378, ""name"": ""world champion""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6363, ""name"": ""racing car""}, {""id"": 10284, ""name"": ""formula 1""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 185722, ""name"": ""based on true events""}]",en,Rush,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,33.003828,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Double Negative"", ""id"": 31922}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-09-02,90247624,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Everyone's driven by something.,Rush,7.7,2277
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",,782,"[{""id"": 856, ""name"": ""paraplegic""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 2345, ""name"": ""spaceman""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 2690, ""name"": ""heart disease""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4035, ""name"": ""blood sample""}, {""id"": 4039, ""name"": ""biotechnology""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 33611, ""name"": ""exercise""}, {""id"": 158292, ""name"": ""eugenics""}, {""id"": 162988, ""name"": ""dystopic future""}]",en,Gattaca,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",70.398356,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-07,12532777,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""eo"", ""name"": ""Esperanto""}]",Released,There is no gene for the human spirit.,Gattaca,7.5,1808
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://hangoverpart2.warnerbros.com/dvd/,18785,"[{""id"": 3508, ""name"": ""underwear""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 11462, ""name"": ""lost weekend""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 11465, ""name"": ""chapel""}, {""id"": 11467, ""name"": ""hit with tire iron""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188960, ""name"": ""elevator""}]",en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IFP Westcoast Erste"", ""id"": 12235}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-05,459270619,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some guys just can't handle Vegas.,The Hangover,7.2,6173
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",,268,"[{""id"": 848, ""name"": ""double life""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 852, ""name"": ""chemical""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 163455, ""name"": ""super powers""}]",en,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",44.104469,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""The Guber-Peters Company"", ""id"": 4357}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-06-23,411348924,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Have you ever danced with the devil in the pale moonlight?,Batman,7.0,2096
